feature_index,feature_name,gem5_component,feature_category,unit,description,included_in_raw_399,included_in_selected_file,selected_feature_file_count,spectre_relevance,raw_documentation_source,observed_in_raw_stats_files
201,system.mem_ctrls.wrQLenPdf::20,system.mem_ctrls.wrQLenPdf::20,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
202,system.mem_ctrls.wrQLenPdf::21,system.mem_ctrls.wrQLenPdf::21,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
203,system.mem_ctrls.wrQLenPdf::22,system.mem_ctrls.wrQLenPdf::22,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
204,system.mem_ctrls.wrQLenPdf::23,system.mem_ctrls.wrQLenPdf::23,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
205,system.mem_ctrls.wrQLenPdf::24,system.mem_ctrls.wrQLenPdf::24,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
206,system.mem_ctrls.wrQLenPdf::25,system.mem_ctrls.wrQLenPdf::25,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
207,system.mem_ctrls.wrQLenPdf::26,system.mem_ctrls.wrQLenPdf::26,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
208,system.mem_ctrls.wrQLenPdf::27,system.mem_ctrls.wrQLenPdf::27,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
209,system.mem_ctrls.wrQLenPdf::28,system.mem_ctrls.wrQLenPdf::28,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
210,system.mem_ctrls.wrQLenPdf::29,system.mem_ctrls.wrQLenPdf::29,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
211,system.mem_ctrls.wrQLenPdf::30,system.mem_ctrls.wrQLenPdf::30,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
212,system.mem_ctrls.wrQLenPdf::31,system.mem_ctrls.wrQLenPdf::31,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
213,system.mem_ctrls.wrQLenPdf::32,system.mem_ctrls.wrQLenPdf::32,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
214,system.mem_ctrls.wrQLenPdf::33,system.mem_ctrls.wrQLenPdf::33,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
215,system.mem_ctrls.wrQLenPdf::34,system.mem_ctrls.wrQLenPdf::34,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
216,system.mem_ctrls.wrQLenPdf::35,system.mem_ctrls.wrQLenPdf::35,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
217,system.mem_ctrls.wrQLenPdf::36,system.mem_ctrls.wrQLenPdf::36,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
218,system.mem_ctrls.wrQLenPdf::37,system.mem_ctrls.wrQLenPdf::37,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
219,system.mem_ctrls.wrQLenPdf::38,system.mem_ctrls.wrQLenPdf::38,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
220,system.mem_ctrls.wrQLenPdf::39,system.mem_ctrls.wrQLenPdf::39,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
221,system.mem_ctrls.wrQLenPdf::40,system.mem_ctrls.wrQLenPdf::40,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
222,system.mem_ctrls.wrQLenPdf::41,system.mem_ctrls.wrQLenPdf::41,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
223,system.mem_ctrls.wrQLenPdf::42,system.mem_ctrls.wrQLenPdf::42,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
224,system.mem_ctrls.wrQLenPdf::43,system.mem_ctrls.wrQLenPdf::43,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
225,system.mem_ctrls.wrQLenPdf::44,system.mem_ctrls.wrQLenPdf::44,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
226,system.mem_ctrls.wrQLenPdf::45,system.mem_ctrls.wrQLenPdf::45,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
227,system.mem_ctrls.wrQLenPdf::46,system.mem_ctrls.wrQLenPdf::46,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
228,system.mem_ctrls.wrQLenPdf::47,system.mem_ctrls.wrQLenPdf::47,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
229,system.mem_ctrls.wrQLenPdf::48,system.mem_ctrls.wrQLenPdf::48,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
230,system.mem_ctrls.wrQLenPdf::49,system.mem_ctrls.wrQLenPdf::49,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
231,system.mem_ctrls.wrQLenPdf::50,system.mem_ctrls.wrQLenPdf::50,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
232,system.mem_ctrls.wrQLenPdf::51,system.mem_ctrls.wrQLenPdf::51,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
233,system.mem_ctrls.wrQLenPdf::52,system.mem_ctrls.wrQLenPdf::52,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
234,system.mem_ctrls.wrQLenPdf::53,system.mem_ctrls.wrQLenPdf::53,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
235,system.mem_ctrls.wrQLenPdf::54,system.mem_ctrls.wrQLenPdf::54,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
236,system.mem_ctrls.wrQLenPdf::55,system.mem_ctrls.wrQLenPdf::55,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
237,system.mem_ctrls.wrQLenPdf::56,system.mem_ctrls.wrQLenPdf::56,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
238,system.mem_ctrls.wrQLenPdf::57,system.mem_ctrls.wrQLenPdf::57,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
239,system.mem_ctrls.wrQLenPdf::58,system.mem_ctrls.wrQLenPdf::58,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
240,system.mem_ctrls.wrQLenPdf::59,system.mem_ctrls.wrQLenPdf::59,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
241,system.mem_ctrls.wrQLenPdf::60,system.mem_ctrls.wrQLenPdf::60,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
242,system.mem_ctrls.wrQLenPdf::61,system.mem_ctrls.wrQLenPdf::61,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
243,system.mem_ctrls.wrQLenPdf::62,system.mem_ctrls.wrQLenPdf::62,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
244,system.mem_ctrls.wrQLenPdf::63,system.mem_ctrls.wrQLenPdf::63,Memory controller and DRAM,Count,What write queue length does an incoming req see,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
245,system.mem_ctrls.bytesReadWrQ,system.mem_ctrls.bytesReadWrQ,Memory controller and DRAM,Byte,Total number of bytes read from write queue,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
246,system.mem_ctrls.bytesReadSys,system.mem_ctrls.bytesReadSys,Memory controller and DRAM,Byte,Total read bytes from the system interface side,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
247,system.mem_ctrls.bytesWrittenSys,system.mem_ctrls.bytesWrittenSys,Memory controller and DRAM,Byte,Total written bytes from the system interface side,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
248,system.mem_ctrls.avgRdBWSys,system.mem_ctrls.avgRdBWSys,Memory controller and DRAM,,Average system read bandwidth in Byte/s ((Byte/Second)),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
249,system.mem_ctrls.avgWrBWSys,system.mem_ctrls.avgWrBWSys,Memory controller and DRAM,,Average system write bandwidth in Byte/s ((Byte/Second)),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
250,system.mem_ctrls.totGap,system.mem_ctrls.totGap,Memory controller and DRAM,Tick,Total gap between requests,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
251,system.mem_ctrls.dram.bytesRead::cpu.inst,system.mem_ctrls.dram,Memory controller and DRAM,Byte,Number of bytes read from this memory,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
252,system.mem_ctrls.dram.bytesRead::cpu.data,system.mem_ctrls.dram,Memory controller and DRAM,Byte,Number of bytes read from this memory,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
253,system.mem_ctrls.dram.bytesRead::total,system.mem_ctrls.dram,Memory controller and DRAM,Byte,Number of bytes read from this memory,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
254,system.mem_ctrls.dram.bytesInstRead::cpu.inst,system.mem_ctrls.dram,Memory controller and DRAM,Byte,Number of instructions bytes read from this memory,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
255,system.mem_ctrls.dram.bytesInstRead::total,system.mem_ctrls.dram,Memory controller and DRAM,Byte,Number of instructions bytes read from this memory,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
256,system.mem_ctrls.dram.bytesWritten::cpu.data,system.mem_ctrls.dram,Memory controller and DRAM,Byte,Number of bytes written to this memory,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
257,system.mem_ctrls.dram.bytesWritten::total,system.mem_ctrls.dram,Memory controller and DRAM,Byte,Number of bytes written to this memory,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
258,system.mem_ctrls.dram.numReads::cpu.inst,system.mem_ctrls.dram,Memory controller and DRAM,Count,Number of read requests responded to by this memory,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
259,system.mem_ctrls.dram.numReads::cpu.data,system.mem_ctrls.dram,Memory controller and DRAM,Count,Number of read requests responded to by this memory,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
260,system.mem_ctrls.dram.numReads::total,system.mem_ctrls.dram,Memory controller and DRAM,Count,Number of read requests responded to by this memory,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
261,system.mem_ctrls.dram.numWrites::cpu.data,system.mem_ctrls.dram,Memory controller and DRAM,Count,Number of write requests responded to by this memory,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
262,system.mem_ctrls.dram.numWrites::total,system.mem_ctrls.dram,Memory controller and DRAM,Count,Number of write requests responded to by this memory,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
263,system.mem_ctrls.dram.bwRead::cpu.inst,system.mem_ctrls.dram,Memory controller and DRAM,,Total read bandwidth from this memory ((Byte/Second)),yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
264,system.mem_ctrls.dram.bwRead::cpu.data,system.mem_ctrls.dram,Memory controller and DRAM,,Total read bandwidth from this memory ((Byte/Second)),yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
265,system.mem_ctrls.dram.bwRead::total,system.mem_ctrls.dram,Memory controller and DRAM,,Total read bandwidth from this memory ((Byte/Second)),yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
266,system.mem_ctrls.dram.bwInstRead::cpu.inst,system.mem_ctrls.dram,Memory controller and DRAM,,Instruction read bandwidth from this memory ((Byte/Second)),yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
267,system.mem_ctrls.dram.bwInstRead::total,system.mem_ctrls.dram,Memory controller and DRAM,,Instruction read bandwidth from this memory ((Byte/Second)),yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
268,system.mem_ctrls.dram.bwWrite::cpu.data,system.mem_ctrls.dram,Memory controller and DRAM,,Write bandwidth from this memory ((Byte/Second)),yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
269,system.mem_ctrls.dram.bwWrite::total,system.mem_ctrls.dram,Memory controller and DRAM,,Write bandwidth from this memory ((Byte/Second)),yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
270,system.mem_ctrls.dram.bwTotal::cpu.inst,system.mem_ctrls.dram,Memory controller and DRAM,,Total bandwidth to/from this memory ((Byte/Second)),yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
271,system.mem_ctrls.dram.bwTotal::cpu.data,system.mem_ctrls.dram,Memory controller and DRAM,,Total bandwidth to/from this memory ((Byte/Second)),yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
272,system.mem_ctrls.dram.bwTotal::total,system.mem_ctrls.dram,Memory controller and DRAM,,Total bandwidth to/from this memory ((Byte/Second)),yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
273,system.mem_ctrls.dram.readBursts,system.mem_ctrls.dram,Memory controller and DRAM,Count,Number of DRAM read bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
274,system.mem_ctrls.dram.writeBursts,system.mem_ctrls.dram,Memory controller and DRAM,Count,Number of DRAM write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
275,system.mem_ctrls.dram.perBankRdBursts::0,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
276,system.mem_ctrls.dram.perBankRdBursts::1,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
277,system.mem_ctrls.dram.perBankRdBursts::2,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
278,system.mem_ctrls.dram.perBankRdBursts::3,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
279,system.mem_ctrls.dram.perBankRdBursts::4,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
280,system.mem_ctrls.dram.perBankRdBursts::5,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
281,system.mem_ctrls.dram.perBankRdBursts::6,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
282,system.mem_ctrls.dram.perBankRdBursts::7,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
283,system.mem_ctrls.dram.perBankRdBursts::8,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
284,system.mem_ctrls.dram.perBankRdBursts::9,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
285,system.mem_ctrls.dram.perBankRdBursts::10,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
286,system.mem_ctrls.dram.perBankRdBursts::11,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
287,system.mem_ctrls.dram.perBankRdBursts::12,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
288,system.mem_ctrls.dram.perBankRdBursts::13,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
289,system.mem_ctrls.dram.perBankRdBursts::14,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
290,system.mem_ctrls.dram.perBankRdBursts::15,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
291,system.mem_ctrls.dram.perBankWrBursts::0,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
292,system.mem_ctrls.dram.perBankWrBursts::1,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
293,system.mem_ctrls.dram.perBankWrBursts::2,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
294,system.mem_ctrls.dram.perBankWrBursts::3,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
295,system.mem_ctrls.dram.perBankWrBursts::4,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
296,system.mem_ctrls.dram.perBankWrBursts::5,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
297,system.mem_ctrls.dram.perBankWrBursts::6,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
298,system.mem_ctrls.dram.perBankWrBursts::7,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
299,system.mem_ctrls.dram.perBankWrBursts::8,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
